customer_id,signup_date,acquisition_channel,country,customer_segment
CUST-111584,2024-05-04,Paid Ads,United States,SMB
CUST-111585,2024-11-08,Paid Ads,United Kingdom,SMB
CUST-111586,2025-10-08,Email Campaign,Canada,SMB
CUST-111587,2024-08-02,Social Media,United States,SMB
CUST-111588,2024-05-09,Paid Ads,United States,SMB
CUST-111589,2024-05-23,Paid Ads,Germany,SMB
CUST-111590,2024-12-17,Referral,Germany,SMB
CUST-111591,2024-02-21,organic search,Canada,SMB
CUST-111592,2024-04-11,Paid Ads,Germany,Mid-Market
CUST-111593,2024-11-29,Email Campaign,Canada,SMB
CUST-111594,2025-06-18,Email Campaign,United Kingdom,SMB
CUST-111595,2024-09-29,Social Media,United States,SMB
CUST-111596,2025-05-24,outbound_sales,United Kingdom,Enterprise
CUST-111597,2024-03-08,Email Campaign,India,SMB
CUST-111598,2025-02-20,Organic Search,United States,SMB
CUST-111599,2024-08-25,Organic Search,United States,SMB
CUST-111600,2025-04-28,Organic Search,India,SMB
CUST-111601,2025-02-04,Organic Search,Germany,SMB
CUST-111602,2025-10-24,Paid Ads,Netherlands,Mid-Market
CUST-111603,2024-02-27,Email Campaign,Australia,SMB
CUST-111604,2025-11-08,Referral,Netherlands,SMB
CUST-111605,2025-02-28,Paid Ads,United Kingdom,SMB
CUST-111606,2024-09-22,Organic Search,United States,Mid-Market
CUST-111607,2025-04-03,Paid Ads,Germany,SMB
CUST-111608,2025-08-18,referral,Germany,Enterprise
CUST-111609,2025-03-15,Direct,Netherlands,SMB
CUST-111610,2024-08-24,Paid Ads,India,SMB
CUST-111611,2024-08-24,Paid Ads,United States,SMB
CUST-111612,2025-05-26,Organic Search,India,SMB
CUST-111613,2024-07-30,Direct,United States,Mid-Market
CUST-111614,2025-02-05,Organic Search,United States,SMB
CUST-111615,2024-11-23,Social Media,United Kingdom,SMB
CUST-111616,2025-09-09,Organic Search,United States,SMB
CUST-111617,2024-04-11,Paid Ads,United Kingdom,SMB
CUST-111618,2025-06-03,Referral,India,Mid-Market
CUST-111619,2025-08-22,Organic Search,Australia,SMB
CUST-111620,2025-02-04,Paid Ads,India,SMB
CUST-111621,2024-08-12,Referral,India,SMB
CUST-111622,2024-04-17,Email Campaign,United States,Mid-Market
CUST-111623,2025-02-27,Paid Ads,United States,SMB
CUST-111624,2025-10-20,Direct,France,Mid-Market
CUST-111625,2024-08-01,Paid Ads,Germany,SMB
CUST-111626,2024-07-09,Email Campaign,United States,Mid-Market
CUST-111627,2025-04-03,outbound_sales,Germany,Mid-Market
CUST-111628,2025-05-13,Paid Ads,United States,Mid-Market
CUST-111629,2024-08-17,outbound_sales,United Kingdom,Mid-Market
CUST-111630,2025-04-12,Referral,Germany,SMB
CUST-111631,2024-10-06,Organic Search,United States,Enterprise
CUST-111632,2024-08-14,Organic Search,Netherlands,SMB
CUST-111633,2024-06-26,Organic Search,United States,Mid-Market
CUST-111634,2025-08-18,Direct,United Kingdom,SMB
CUST-111635,2025-10-04,Paid Ads,United States,SMB
CUST-111636,2025-05-30,Social Media,United Kingdom,Mid-Market
CUST-111637,2024-05-25,Paid Ads,Netherlands,SMB
CUST-111638,2024-08-13,Paid Ads,Germany,Enterprise
CUST-111639,2025-10-14,Referral,United States,SMB
CUST-111640,2025-06-19,Paid Ads,Netherlands,SMB
CUST-111641,2025-09-23,Referral,United Kingdom,Mid-Market
CUST-111642,2024-06-16,Referral,India,SMB
CUST-111643,2025-10-28,Organic Search,India,Mid-Market
CUST-111644,2025-09-16,Social Media,United Kingdom,SMB
CUST-111645,2025-08-06,Paid Ads,Netherlands,SMB
CUST-111646,2025-03-13,Email Campaign,United Kingdom,Mid-Market
CUST-111647,2025-01-19,Paid Ads,India,SMB
CUST-111648,2024-01-12,organic search,India,SMB
CUST-111649,2024-01-10,Referral,United States,Mid-Market
CUST-111650,2024-08-24,Email Campaign,United Kingdom,SMB
CUST-111651,2024-06-01,Email Campaign,Germany,SMB
CUST-111652,2025-10-19,Paid Ads,United States,SMB
CUST-111653,2025-08-17,Referral,Canada,SMB
CUST-111654,2025-06-12,Organic Search,United States,SMB
CUST-111655,2024-02-11,Direct,United Kingdom,SMB
CUST-111656,2025-07-28,Organic Search,United States,Enterprise
CUST-111657,2024-10-28,Direct,United Kingdom,Enterprise
CUST-111658,2024-04-04,Paid Ads,India,SMB
CUST-111659,2024-07-06,Direct,United States,SMB
CUST-111660,2024-08-11,Referral,United Kingdom,SMB
CUST-111661,2024-07-21,outbound_sales,Germany,SMB
CUST-111662,2025-08-14,Email Campaign,United States,SMB
CUST-111663,2025-04-11,Paid Ads,United States,SMB
CUST-111664,2024-10-30,Organic Search,United States,SMB
CUST-111665,2024-09-25,Social Media,Germany,Mid-Market
CUST-111666,2024-01-27,Email Campaign,France,SMB
CUST-111667,2025-09-27,Organic Search,United States,Mid-Market
CUST-111668,2024-05-25,Referral,United States,Mid-Market
CUST-111669,2025-04-27,Organic Search,Germany,Enterprise
CUST-111670,2025-02-23,Referral,United Kingdom,Mid-Market
CUST-111671,2024-02-17,Organic Search,United States,SMB
CUST-111672,2025-02-15,Paid Ads,Germany,SMB
CUST-111673,2024-01-26,Referral,United States,Mid-Market
CUST-111674,2024-05-13,Organic Search,United States,SMB
CUST-111675,2024-05-24,Organic Search,United States,SMB
CUST-111676,2024-12-10,Referral,United States,SMB
CUST-111677,2024-01-24,Organic Search,United States,Mid-Market
CUST-111678,2025-08-13,Paid Ads,United States,SMB
CUST-111679,2024-12-07,Paid Ads,United States,Mid-Market
CUST-111680,2025-02-02,Paid Ads,Canada,SMB
CUST-111681,2025-09-08,Social Media,United States,SMB
CUST-111682,2025-02-21,Organic Search,France,Mid-Market
CUST-111683,2025-05-17,Organic Search,Netherlands,Mid-Market
CUST-111684,2024-04-11,Paid Ads,United States,SMB
CUST-111685,2024-08-30,Direct,United Kingdom,Enterprise
CUST-111686,2025-08-14,Referral,United Kingdom,SMB
CUST-111687,2024-01-22,Paid Ads,United Kingdom,Mid-Market
CUST-111688,2025-08-02,Organic Search,Canada,SMB
CUST-111689,2024-11-06,Referral,United Kingdom,Mid-Market
CUST-111690,2025-03-08,Paid Ads,United Kingdom,SMB
CUST-111691,2025-01-29,Email Campaign,Australia,SMB
CUST-111692,2024-01-27,Organic Search,United States,SMB
CUST-111693,2025-05-10,Referral,United States,SMB
CUST-111694,2025-05-26,Paid Ads,Canada,SMB
CUST-111695,2024-12-15,Organic Search,Canada,Enterprise
CUST-111696,2025-08-14,Paid Ads,France,SMB
CUST-111697,2025-04-18,Email Campaign,Canada,SMB
CUST-111698,2024-01-04,Direct,United States,SMB
CUST-111699,2024-07-17,Organic Search,Australia,Mid-Market
CUST-111700,2025-10-22,Social Media,Australia,SMB
CUST-111701,2024-01-09,Direct,Canada,Enterprise
CUST-111702,2024-01-15,Organic Search,Netherlands,Mid-Market
CUST-111703,2025-01-31,Paid Ads,United States,Mid-Market
CUST-111704,2024-08-16,Paid Ads,United Kingdom,SMB
CUST-111705,2024-06-20,Direct,United States,SMB
CUST-111706,2025-02-10,Paid Ads,India,SMB
CUST-111707,2024-11-20,Organic Search,Germany,SMB
CUST-111708,2024-03-12,Paid Ads,United States,SMB
CUST-111709,2024-06-02,Organic Search,Germany,SMB
CUST-111710,2025-04-30,Direct,Canada,Enterprise
CUST-111711,2024-02-19,organic search,Germany,SMB
CUST-111712,2024-12-06,Social Media,United Kingdom,SMB
CUST-111713,2024-06-08,Paid Ads,United States,SMB
CUST-111714,2025-05-17,Direct,United States,SMB
CUST-111715,2025-01-28,Organic Search,Canada,Enterprise
CUST-111716,2024-04-15,Direct,India,Enterprise
CUST-111717,2025-07-18,Social Media,Canada,SMB
CUST-111718,2024-07-25,Organic Search,United States,SMB
CUST-111719,2025-04-20,Organic Search,Germany,Mid-Market
CUST-111720,2025-10-25,outbound_sales,United States,SMB
CUST-111721,2024-11-01,Organic Search,United States,SMB
CUST-111722,2024-10-07,Paid Ads,United States,SMB
CUST-111723,2025-03-28,Referral,Netherlands,SMB
CUST-111724,2025-07-09,Paid Ads,Germany,SMB
CUST-111725,2024-02-10,Referral,United States,SMB
CUST-111726,2024-10-30,Referral,United Kingdom,SMB
CUST-111727,2025-02-05,outbound_sales,Canada,SMB
CUST-111728,2025-02-22,Referral,Australia,Enterprise
CUST-111729,2024-06-10,Direct,United States,Mid-Market
CUST-111730,2024-12-05,Organic Search,United States,SMB
CUST-111731,2025-02-04,Paid Ads,United Kingdom,SMB
CUST-111732,2024-04-17,Organic Search,United States,Enterprise
CUST-111733,2025-09-14,Organic Search,United Kingdom,Mid-Market
CUST-111734,2024-10-03,Organic Search,United States,SMB
CUST-111735,2024-07-04,Paid Ads,Germany,SMB
CUST-111736,2024-10-23,outbound_sales,United States,SMB
CUST-111737,2025-07-07,Paid Ads,United States,SMB
CUST-111738,2025-10-09,Email Campaign,India,SMB
CUST-111739,2024-09-03,Referral,United Kingdom,SMB
CUST-111740,2025-09-12,Referral,United States,SMB
CUST-111741,2024-11-07,Email Campaign,India,SMB
CUST-111742,2025-02-01,Referral,France,SMB
CUST-111743,2024-11-10,Organic Search,Germany,SMB
CUST-111744,2025-06-23,Referral,United States,Enterprise
CUST-111745,2025-05-23,Paid Ads,United States,SMB
CUST-111746,2024-04-02,Paid Ads,United States,Enterprise
CUST-111747,2024-07-26,Social Media,India,SMB
CUST-111748,2024-05-24,Referral,United Kingdom,SMB
CUST-111749,2024-04-13,Email Campaign,United States,Mid-Market
CUST-111750,2025-10-09,Organic Search,United States,SMB
CUST-111751,2024-05-23,Email Campaign,United Kingdom,SMB
CUST-111752,2025-10-22,Email Campaign,Germany,SMB
CUST-111753,2024-06-25,Paid Ads,United States,SMB
CUST-111754,2024-04-24,Organic Search,India,Mid-Market
CUST-111755,2025-10-29,Paid Ads,Germany,SMB
CUST-111756,2024-05-29,referral,Canada,Mid-Market
CUST-111757,2024-03-13,Paid Ads,United Kingdom,Mid-Market
CUST-111758,2024-09-09,Direct,United Kingdom,SMB
CUST-111759,2024-08-25,Organic Search,Germany,SMB
CUST-111760,2024-11-06,Referral,Canada,SMB
CUST-111761,2025-05-20,Organic Search,United States,SMB
CUST-111762,2025-11-22,email campaign,United States,SMB
CUST-111763,2024-06-11,Organic Search,United Kingdom,Enterprise
CUST-111764,2025-10-17,Direct,United States,Mid-Market
CUST-111765,2025-02-13,Organic Search,United States,Mid-Market
CUST-111766,2025-09-06,Organic Search,United States,Enterprise
CUST-111767,2025-03-21,Referral,United Kingdom,SMB
CUST-111768,2024-10-27,Paid Ads,Germany,Mid-Market
CUST-111769,2025-11-17,Organic Search,United States,Mid-Market
CUST-111770,2025-08-05,Paid Ads,Canada,SMB
CUST-111771,2024-07-14,Organic Search,Germany,SMB
CUST-111772,2025-06-21,Paid Ads,Netherlands,SMB
CUST-111773,2025-01-24,Organic Search,United Kingdom,Mid-Market
CUST-111774,2025-10-05,Email Campaign,United Kingdom,Mid-Market
CUST-111775,2024-05-12,Paid Ads,United States,SMB
CUST-111776,2024-11-08,outbound_sales,Canada,SMB
CUST-111777,2024-01-30,Paid Ads,United Kingdom,SMB
CUST-111778,2024-09-28,Referral,Germany,Mid-Market
CUST-111779,2025-10-03,Email Campaign,Netherlands,Mid-Market
CUST-111780,2025-05-17,Organic Search,United States,SMB
CUST-111781,2025-08-28,Email Campaign,United States,SMB
CUST-111782,2024-08-24,Organic Search,France,Enterprise
CUST-111783,2025-02-16,Email Campaign,Germany,SMB
CUST-111784,2025-08-25,Direct,United States,SMB
CUST-111785,2024-01-28,Social Media,Canada,SMB
CUST-111786,2025-06-20,Organic Search,United States,Mid-Market
CUST-111787,2025-08-19,Organic Search,United States,SMB
CUST-111788,2025-11-22,Email Campaign,United States,SMB
CUST-111789,2024-07-08,Paid Ads,United States,SMB
CUST-111790,2025-05-01,Paid Ads,United States,SMB
CUST-111791,2024-09-29,Organic Search,United States,Mid-Market
CUST-111792,2024-06-07,Paid Ads,Australia,SMB
CUST-111793,2024-09-09,Organic Search,Canada,SMB
CUST-111794,2025-02-06,Direct,Netherlands,SMB
CUST-111795,2024-08-11,Organic Search,United States,Mid-Market
CUST-111796,2024-08-02,Paid Ads,United Kingdom,SMB
CUST-111797,2024-08-17,Paid Ads,Canada,Enterprise
CUST-111798,2024-06-29,Direct,United States,SMB
CUST-111799,2024-03-14,Organic Search,United Kingdom,SMB
CUST-111800,2024-04-18,Organic Search,Canada,SMB
CUST-111801,2024-06-12,Paid Ads,Canada,SMB
CUST-111802,2025-04-17,Paid Ads,United Kingdom,Mid-Market
CUST-111803,2025-06-01,Organic Search,United States,Mid-Market
CUST-111804,2025-07-18,Organic Search,India,SMB
CUST-111805,2024-01-11,Paid Ads,United States,SMB
CUST-111806,2024-07-11,Organic Search,India,Enterprise
CUST-111807,2024-09-29,Paid Ads,United States,Mid-Market
CUST-111808,2024-03-17,Social Media,United States,Enterprise
CUST-111809,2025-10-06,Direct,Germany,Mid-Market
CUST-111810,2024-11-20,Organic Search,United States,SMB
CUST-111811,2024-05-11,Paid Ads,Canada,SMB
CUST-111812,2024-11-02,Paid Ads,United Kingdom,SMB
CUST-111813,2025-01-19,outbound_sales,Australia,Mid-Market
CUST-111814,2024-09-02,Organic Search,United States,Enterprise
CUST-111815,2024-09-06,Referral,United States,Mid-Market
CUST-111816,2024-12-04,Social Media,Germany,Enterprise
CUST-111817,2024-08-19,Paid Ads,France,SMB
CUST-111818,2024-11-14,Paid Ads,India,Mid-Market
CUST-111819,2025-07-18,Paid Ads,Germany,SMB
CUST-111820,2024-02-19,Paid Ads,United States,SMB
CUST-111821,2024-03-30,Email Campaign,France,Mid-Market
CUST-111822,2025-02-21,Organic Search,United Kingdom,SMB
CUST-111823,2024-06-09,Referral,United States,SMB
CUST-111824,2024-03-28,Paid Ads,United Kingdom,SMB
CUST-111825,2025-01-18,Direct,United States,SMB
CUST-111826,2025-02-03,Paid Ads,Germany,SMB
CUST-111827,2025-09-15,Referral,Canada,SMB
CUST-111828,2024-09-20,Referral,Germany,Enterprise
CUST-111829,2025-11-03,Referral,India,Mid-Market
CUST-111830,2024-04-23,Social Media,France,Enterprise
CUST-111831,2025-11-22,Email Campaign,Germany,Enterprise
CUST-111832,2024-03-11,Paid Ads,United Kingdom,SMB
CUST-111833,2025-10-16,Direct,United States,SMB
CUST-111834,2024-10-15,Organic Search,United States,SMB
CUST-111835,2025-04-21,Referral,Canada,Mid-Market
CUST-111836,2025-03-20,Email Campaign,India,SMB
CUST-111837,2024-12-24,Paid Ads,Germany,Mid-Market
CUST-111838,2025-09-02,outbound_sales,United States,SMB
CUST-111839,2025-05-20,Direct,United States,Mid-Market
CUST-111840,2024-03-18,Paid Ads,United Kingdom,Mid-Market
CUST-111841,2024-04-08,Direct,United States,SMB
CUST-111842,2025-04-08,Paid Ads,United Kingdom,SMB
CUST-111843,2025-05-24,Email Campaign,Germany,Enterprise
CUST-111844,2024-07-26,Organic Search,India,Mid-Market
CUST-111845,2025-08-21,Paid Ads,India,Mid-Market
CUST-111846,2024-04-18,Paid Ads,Australia,Mid-Market
CUST-111847,2025-08-18,Social Media,United Kingdom,SMB
CUST-111848,2025-03-09,Referral,India,Mid-Market
CUST-111849,2024-01-24,Referral,Australia,SMB
CUST-111850,2025-01-17,Paid Ads,United Kingdom,Enterprise
CUST-111851,2025-04-10,Organic Search,India,SMB
CUST-111852,2025-04-07,Referral,Germany,SMB
CUST-111853,2024-03-23,paid ads,United Kingdom,SMB
CUST-111854,2025-10-04,Organic Search,United States,SMB
CUST-111855,2024-08-08,Referral,United States,Mid-Market
CUST-111856,2024-10-17,Email Campaign,United Kingdom,Enterprise
CUST-111857,2025-04-06,Paid Ads,United Kingdom,Mid-Market
CUST-111858,2025-02-22,Paid Ads,India,SMB
CUST-111859,2024-03-23,Referral,United Kingdom,Enterprise
CUST-111860,2025-08-17,Paid Ads,Netherlands,SMB
CUST-111861,2025-03-27,Email Campaign,India,SMB
CUST-111862,2024-11-19,Paid Ads,United States,Mid-Market
CUST-111863,2024-02-29,Paid Ads,United States,SMB
CUST-111864,2025-01-27,Direct,India,SMB
CUST-111865,2025-03-05,Social Media,United States,Mid-Market
CUST-111866,2025-05-31,Email Campaign,India,SMB
CUST-111867,2024-07-01,Paid Ads,United States,SMB
CUST-111868,2025-02-26,Email Campaign,United States,SMB
CUST-111869,2024-03-14,Email Campaign,Australia,SMB
CUST-111870,2025-09-21,Paid Ads,United Kingdom,SMB
CUST-111871,2025-03-08,Referral,Germany,Mid-Market
CUST-111872,2024-01-16,Organic Search,Germany,Enterprise
CUST-111873,2025-11-22,Email Campaign,Canada,SMB
CUST-111874,2024-03-21,Direct,United States,SMB
CUST-111875,2024-04-20,Paid Ads,United States,SMB
CUST-111876,2024-12-21,Social Media,United Kingdom,Enterprise
CUST-111877,2024-09-23,Paid Ads,United Kingdom,Mid-Market
CUST-111878,2025-06-30,Direct,United States,SMB
CUST-111879,2024-05-09,Direct,Netherlands,SMB
CUST-111880,2024-12-20,Email Campaign,Germany,SMB
CUST-111881,2025-10-19,Organic Search,United States,SMB
CUST-111882,2025-11-05,Social Media,United States,SMB
CUST-111883,2025-01-22,outbound_sales,France,SMB
CUST-111884,2024-03-10,Social Media,United States,Mid-Market
CUST-111885,2025-06-21,outbound_sales,Germany,SMB
CUST-111886,2025-11-17,Referral,India,SMB
CUST-111887,2024-03-23,Social Media,United Kingdom,SMB
CUST-111888,2025-02-02,Email Campaign,United Kingdom,Enterprise
CUST-111889,2025-01-08,Referral,United Kingdom,Mid-Market
CUST-111890,2024-04-08,Paid Ads,United States,SMB
CUST-111891,2024-08-18,Paid Ads,United States,SMB
CUST-111892,2024-06-05,Social Media,India,SMB
CUST-111893,2024-03-05,email campaign,United States,SMB
CUST-111894,2025-01-07,Organic Search,United Kingdom,SMB
CUST-111895,2025-08-10,Paid Ads,United Kingdom,Mid-Market
CUST-111896,2024-03-14,Email Campaign,United States,Mid-Market
CUST-111897,2025-07-25,Organic Search,Germany,SMB
CUST-111898,2025-04-24,Referral,India,Enterprise
CUST-111899,2024-10-18,Email Campaign,Germany,SMB
CUST-111900,2025-03-15,Direct,United States,Enterprise
CUST-111901,2024-03-30,Organic Search,Netherlands,SMB
CUST-111902,2025-09-27,Paid Ads,United States,Mid-Market
CUST-111903,2025-05-09,Direct,United States,Mid-Market
CUST-111904,2024-04-14,paid ads,India,SMB
CUST-111905,2025-07-23,paid ads,United States,SMB
CUST-111906,2024-12-05,Referral,Canada,SMB
CUST-111907,2025-07-02,Organic Search,Germany,SMB
CUST-111908,2025-10-03,Paid Ads,United States,Mid-Market
CUST-111909,2025-09-07,Direct,Germany,SMB
CUST-111910,2024-02-03,Organic Search,United Kingdom,SMB
CUST-111911,2024-06-12,Paid Ads,United States,Mid-Market
CUST-111912,2025-02-07,Paid Ads,United States,Enterprise
CUST-111913,2024-04-20,organic search,United States,SMB
CUST-111914,2024-09-11,outbound_sales,United Kingdom,SMB
CUST-111915,2025-11-23,Referral,India,SMB
CUST-111916,2024-07-10,Organic Search,United States,SMB
CUST-111917,2024-09-17,Email Campaign,United States,Mid-Market
CUST-111918,2024-03-28,Direct,United Kingdom,SMB
CUST-111919,2024-02-23,Direct,United Kingdom,SMB
CUST-111920,2025-07-07,Paid Ads,United Kingdom,Mid-Market
CUST-111921,2024-12-22,Direct,United States,SMB
CUST-111922,2024-06-29,Direct,India,Mid-Market
CUST-111923,2024-12-24,Paid Ads,United States,SMB
CUST-111924,2024-02-26,Paid Ads,United States,SMB
CUST-111925,2025-04-07,Social Media,United States,SMB
CUST-111926,2024-12-14,Organic Search,United Kingdom,SMB
CUST-111927,2024-06-02,outbound_sales,United States,SMB
CUST-111928,2025-01-01,Paid Ads,Canada,SMB
CUST-111929,2025-01-18,Referral,United States,SMB
CUST-111930,2025-05-05,direct,Canada,SMB
CUST-111931,2024-09-25,Email Campaign,Canada,Enterprise
CUST-111932,2024-03-14,Direct,Australia,SMB
CUST-111933,2024-03-28,Referral,United States,SMB
CUST-111934,2024-03-14,Paid Ads,United States,Enterprise
CUST-111935,2025-05-24,organic search,United States,SMB
CUST-111936,2024-06-18,paid ads,United States,SMB
CUST-111937,2024-07-30,Direct,United States,Mid-Market
CUST-111938,2024-03-29,Paid Ads,United States,SMB
CUST-111939,2025-07-02,Direct,Australia,Mid-Market
CUST-111940,2024-09-10,outbound_sales,Germany,Mid-Market
CUST-111941,2024-06-20,Organic Search,United Kingdom,SMB
CUST-111942,2025-04-18,Organic Search,United Kingdom,SMB
CUST-111943,2025-04-06,Social Media,United States,Enterprise
CUST-111944,2024-02-11,Paid Ads,India,SMB
CUST-111945,2025-05-31,Direct,Canada,SMB
CUST-111946,2025-05-10,Direct,Canada,SMB
CUST-111947,2025-04-16,Direct,Canada,SMB
CUST-111948,2025-01-12,Organic Search,United States,Enterprise
CUST-111949,2024-03-08,Organic Search,United Kingdom,Mid-Market
CUST-111950,2024-08-19,Organic Search,Canada,SMB
CUST-111951,2025-07-04,Referral,United States,Mid-Market
CUST-111952,2025-01-02,Paid Ads,France,Mid-Market
CUST-111953,2024-09-18,Organic Search,United States,SMB
CUST-111954,2025-01-06,Email Campaign,Australia,SMB
CUST-111955,2024-06-04,referral,United States,SMB
CUST-111956,2025-06-19,Referral,United States,SMB
CUST-111957,2025-09-08,Direct,Canada,Mid-Market
CUST-111958,2024-10-21,Referral,United States,SMB
CUST-111959,2025-11-27,Organic Search,India,SMB
CUST-111960,2025-05-25,Paid Ads,France,Mid-Market
CUST-111961,2025-04-05,Email Campaign,United Kingdom,SMB
CUST-111962,2025-04-27,paid ads,India,Mid-Market
CUST-111963,2025-11-10,Social Media,India,SMB
CUST-111964,2025-06-16,Referral,Canada,SMB
CUST-111965,2025-03-07,Referral,Netherlands,SMB
CUST-111966,2024-03-31,Direct,Australia,Mid-Market
CUST-111967,2025-11-22,Organic Search,United States,SMB
CUST-111968,2025-05-20,Organic Search,United States,SMB
CUST-111969,2025-01-20,Paid Ads,United Kingdom,SMB
CUST-111970,2025-01-24,Email Campaign,United Kingdom,Mid-Market
CUST-111971,2024-01-15,Organic Search,Germany,Mid-Market
CUST-111972,2024-10-27,Organic Search,United States,SMB
CUST-111973,2025-04-20,Organic Search,United States,SMB
CUST-111974,2025-10-28,Direct,India,SMB
CUST-111975,2025-08-16,Organic Search,United Kingdom,SMB
CUST-111976,2025-10-31,Referral,United States,Mid-Market
CUST-111977,2024-12-03,Referral,France,Mid-Market
CUST-111978,2024-04-26,Organic Search,United States,Enterprise
CUST-111979,2025-09-03,Paid Ads,United States,SMB
CUST-111980,2025-03-01,Referral,United States,SMB
CUST-111981,2025-07-18,Paid Ads,United States,Enterprise
CUST-111982,2025-04-29,Paid Ads,United States,SMB
CUST-111983,2025-07-30,outbound_sales,India,SMB
CUST-111984,2024-10-06,Organic Search,India,Mid-Market
CUST-111985,2025-03-11,Paid Ads,United States,SMB
CUST-111986,2025-09-05,Direct,United States,SMB
CUST-111987,2024-09-29,Paid Ads,France,SMB
CUST-111988,2024-09-29,Social Media,United States,SMB
CUST-111989,2025-08-31,Referral,United States,SMB
CUST-111990,2024-07-12,Paid Ads,United States,Mid-Market
CUST-111991,2024-01-31,Organic Search,Germany,Mid-Market
CUST-111992,2024-04-26,Referral,United Kingdom,Mid-Market
CUST-111993,2024-06-17,Organic Search,United States,SMB
CUST-111994,2025-10-24,Paid Ads,Australia,SMB
CUST-111995,2025-03-15,Referral,United States,SMB
CUST-111996,2025-03-15,Organic Search,United States,Mid-Market
CUST-111997,2025-03-17,Referral,Netherlands,Mid-Market
CUST-111998,2025-07-07,Organic Search,Netherlands,Mid-Market
CUST-111999,2024-11-13,Organic Search,Germany,Enterprise
CUST-112000,2024-02-06,Organic Search,United States,Mid-Market
CUST-112001,2025-04-16,Direct,United States,SMB
CUST-112002,2025-06-23,Paid Ads,United States,Enterprise
CUST-112003,2024-08-23,paid ads,India,Mid-Market
CUST-112004,2024-07-07,Organic Search,United States,Mid-Market
CUST-112005,2025-05-24,Referral,Germany,Enterprise
CUST-112006,2025-07-25,organic search,United Kingdom,SMB
CUST-112007,2024-11-26,organic search,United States,SMB
CUST-112008,2025-10-18,Paid Ads,United States,Enterprise
CUST-112009,2025-03-05,Referral,Canada,SMB
CUST-112010,2024-08-10,Organic Search,United States,SMB
CUST-112011,2025-04-06,Paid Ads,United Kingdom,SMB
CUST-112012,2024-09-24,Email Campaign,United States,Mid-Market
CUST-112013,2025-06-02,Organic Search,United States,SMB
CUST-112014,2025-05-03,Organic Search,United States,SMB
CUST-112015,2024-01-08,Paid Ads,United States,Mid-Market
CUST-112016,2024-06-04,Organic Search,Netherlands,SMB
CUST-112017,2025-10-22,Direct,Netherlands,Enterprise
CUST-112018,2025-10-06,direct,Germany,SMB
CUST-112019,2024-04-01,Organic Search,United States,SMB
CUST-112020,2025-05-29,Organic Search,United Kingdom,Mid-Market
CUST-112021,2025-01-30,Paid Ads,India,Mid-Market
CUST-112022,2025-05-20,Organic Search,United States,Mid-Market
CUST-112023,2025-05-01,Organic Search,France,Mid-Market
CUST-112024,2024-08-29,Paid Ads,United States,SMB
CUST-112025,2025-03-14,Email Campaign,United States,Mid-Market
CUST-112026,2024-11-03,Paid Ads,France,SMB
CUST-112027,2025-05-13,paid ads,Australia,Mid-Market
CUST-112028,2024-04-03,Referral,United States,SMB
CUST-112029,2024-04-10,Paid Ads,United States,SMB
CUST-112030,2025-09-29,Direct,United States,SMB
CUST-112031,2025-09-11,Direct,United States,SMB
CUST-112032,2025-07-30,Paid Ads,Germany,SMB
CUST-112033,2025-01-21,Email Campaign,Australia,Mid-Market
CUST-112034,2025-01-04,Paid Ads,Australia,Mid-Market
CUST-112035,2024-10-25,Organic Search,Netherlands,Mid-Market
CUST-112036,2024-07-02,Referral,Australia,SMB
CUST-112037,2024-01-27,Paid Ads,United States,Mid-Market
CUST-112038,2024-01-24,Organic Search,Canada,SMB
CUST-112039,2024-02-13,referral,United States,SMB
CUST-112040,2024-05-20,Paid Ads,India,SMB
CUST-112041,2025-10-31,Paid Ads,United Kingdom,SMB
CUST-112042,2024-04-23,Referral,United States,SMB
CUST-112043,2025-04-12,Organic Search,United Kingdom,SMB
CUST-112044,2024-03-11,Paid Ads,United Kingdom,SMB
CUST-112045,2025-08-29,Paid Ads,Canada,Mid-Market
CUST-112046,2024-06-15,Paid Ads,United States,SMB
CUST-112047,2025-10-12,Email Campaign,United Kingdom,SMB
CUST-112048,2024-10-25,Organic Search,France,SMB
CUST-112049,2024-05-10,Direct,United States,Enterprise
CUST-112050,2025-07-25,Email Campaign,Canada,SMB
CUST-112051,2024-05-01,Social Media,United States,Mid-Market
CUST-112052,2024-02-21,Referral,Germany,SMB
CUST-112053,2025-05-23,Paid Ads,United Kingdom,Mid-Market
CUST-112054,2024-12-30,Social Media,United Kingdom,SMB
CUST-112055,2025-08-09,paid ads,United States,SMB
CUST-112056,2024-11-24,Direct,Germany,SMB
CUST-112057,2025-02-02,Paid Ads,United Kingdom,Mid-Market
CUST-112058,2025-04-30,Paid Ads,United Kingdom,SMB
CUST-112059,2025-02-09,Referral,Australia,SMB
CUST-112060,2025-06-22,Organic Search,United States,SMB
CUST-112061,2025-01-06,Paid Ads,United Kingdom,SMB
CUST-112062,2024-06-30,Direct,Germany,SMB
CUST-112063,2025-03-14,referral,United States,SMB
CUST-112064,2024-04-15,Organic Search,United States,SMB
CUST-112065,2024-02-12,Referral,India,Mid-Market
CUST-112066,2024-01-27,Paid Ads,United States,SMB
CUST-112067,2024-01-22,Referral,United States,SMB
CUST-112068,2024-11-13,Referral,United States,Mid-Market
CUST-112069,2024-11-26,Paid Ads,Netherlands,Mid-Market
CUST-112070,2024-09-24,Paid Ads,Germany,SMB
