subscription_id,customer_id,plan_name,billing_cycle,monthly_recurring_revenue,start_date,end_date,subscription_status,churn_reason
SUB-209071,CUST-109071,Professional,Monthly,149.0,2025-06-05,,Active,
SUB-209072,CUST-109072,Professional,Monthly,149.0,2024-09-23,2024-10-24,Churned,Missing Core Features
SUB-209073,CUST-109073,Enterprise,Monthly,499.0,2025-02-02,,Active,
SUB-209074,CUST-109074,Professional,Annual,126.65,2025-05-15,,Active,
SUB-209075,CUST-109075,Enterprise,Monthly,499.0,2025-06-21,,Active,
SUB-209076,CUST-109076,Starter,Monthly,49.0,2025-10-06,2025-12-31,Churned,Switched to Competitor
SUB-209077,CUST-109077,Starter,Monthly,49.0,2025-04-11,,Active,
SUB-209078,CUST-109078,Professional,Monthly,149.0,2024-01-16,,Active,
SUB-209079,CUST-109079,Enterprise,Annual,424.15,2025-06-12,,Active,
SUB-209080,CUST-109080,Professional,Monthly,149.0,2025-02-11,,Active,
SUB-209081,CUST-109081,Starter,Monthly,49.0,2024-05-16,2024-08-13,Churned,Business Closed / Downsized
SUB-209082,CUST-109082,Starter,Annual,41.65,2024-01-19,,Active,
SUB-209083,CUST-109083,Professional,Monthly,149.0,2024-02-08,2024-04-17,Churned,Poor Customer Support Experience
SUB-209084,CUST-109084,Starter,Monthly,49.0,2024-09-09,2024-11-09,Churned,Switched to Competitor
SUB-209085,CUST-109085,Starter,Monthly,49.0,2024-04-03,,Active,
SUB-209086,CUST-109086,Professional,Monthly,149.0,2024-06-06,2024-11-09,Churned,Difficult Onboarding / Low Adoption
SUB-209087,CUST-109087,Enterprise,Annual,424.15,2025-07-21,,Active,
SUB-209088,CUST-109088,Starter,Monthly,49.0,2024-01-03,,Active,
SUB-209089,CUST-109089,Starter,Monthly,49.0,2024-05-19,2024-09-15,Churned,Switched to Competitor
SUB-209090,CUST-109090,Professional,Annual,126.65,2024-01-23,,Active,
SUB-209091,CUST-109091,Starter,Monthly,49.0,2024-01-28,,Active,
SUB-209092,CUST-109092,Enterprise,Monthly,499.0,2025-07-11,2025-12-31,Churned,Switched to Competitor
SUB-209093,CUST-109093,Starter,Monthly,49.0,2025-10-18,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-209094,CUST-109094,Professional,Monthly,149.0,2024-12-09,2025-01-03,Churned,Poor Customer Support Experience
SUB-209095,CUST-109095,Starter,Monthly,49.0,2025-10-13,2025-12-31,Churned,Poor Customer Support Experience
SUB-209096,CUST-109096,Professional,Monthly,149.0,2025-06-15,2025-09-12,Churned,Difficult Onboarding / Low Adoption
SUB-209097,CUST-109097,Starter,Annual,41.65,2025-07-04,,Active,
SUB-209098,CUST-109098,Starter,Annual,41.65,2025-08-16,,Active,
SUB-209099,CUST-109099,Professional,Annual,126.65,2025-07-19,,Active,
SUB-209100,CUST-109100,Professional,Monthly,149.0,2024-09-08,2024-11-20,Churned,Poor Customer Support Experience
SUB-209101,CUST-109101,Starter,Annual,41.65,2024-07-11,,Active,
SUB-209102,CUST-109102,Custom Enterprise,Annual,1019.15,2024-06-16,,Active,
SUB-209103,CUST-109103,Starter,Monthly,49.0,2025-03-15,,Active,
SUB-209104,CUST-109104,Professional,Monthly,149.0,2025-07-12,,Active,
SUB-209105,CUST-109105,Starter,Monthly,49.0,2024-07-05,2024-09-29,Churned,Poor Customer Support Experience
SUB-209106,CUST-109106,Starter,Annual,41.65,2025-03-18,,Active,
SUB-209107,CUST-109107,Professional,Annual,126.65,2025-06-26,,Active,
SUB-209108,CUST-109108,Professional,Monthly,149.0,2025-05-27,,Active,
SUB-209109,CUST-109109,Professional,Monthly,149.0,2025-09-07,,Active,
SUB-209110,CUST-109110,Custom Enterprise,Annual,1019.15,2025-08-17,,Active,
SUB-209111,CUST-109111,Professional,Annual,126.65,2024-04-08,,Active,
SUB-209112,CUST-109112,Starter,Monthly,49.0,2024-06-13,2024-07-19,Churned,Poor Customer Support Experience
SUB-209113,CUST-109113,Enterprise,Monthly,499.0,2025-03-29,,Active,
SUB-209114,CUST-109114,Professional,Annual,126.65,2025-08-12,,Active,
SUB-209115,CUST-109115,Custom Enterprise,Annual,1019.15,2024-10-13,,Active,
SUB-209116,CUST-109116,Starter,Monthly,49.0,2024-07-20,2025-02-07,Churned,Business Closed / Downsized
SUB-209117,CUST-109117,Professional,Annual,126.65,2024-12-16,,Active,
SUB-209118,CUST-109118,Starter,Annual,41.65,2024-07-31,,Active,
SUB-209119,CUST-109119,Enterprise,Annual,424.15,2025-10-01,,Active,
SUB-209120,CUST-109120,Professional,Annual,126.65,2024-09-05,,Active,
SUB-209121,CUST-109121,Starter,Monthly,49.0,2025-05-08,2025-10-11,Churned,Missing Core Features
SUB-209122,CUST-109122,Starter,Monthly,49.0,2024-12-19,,Active,
SUB-209123,CUST-109123,Starter,Annual,41.65,2025-11-28,,Active,
SUB-209124,CUST-109124,Professional,Monthly,149.0,2024-03-12,2024-05-19,Churned,High Price / Budget Cuts
SUB-209125,CUST-109125,Professional,Monthly,149.0,2025-02-07,2025-05-11,Churned,Business Closed / Downsized
SUB-209126,CUST-109126,Starter,Monthly,49.0,2024-06-21,2025-01-01,Churned,High Price / Budget Cuts
SUB-209127,CUST-109127,Starter,Monthly,49.0,2025-10-23,,Active,
SUB-209128,CUST-109128,Starter,Monthly,49.0,2025-08-08,2025-12-31,Churned,High Price / Budget Cuts
SUB-209129,CUST-109129,Professional,Annual,126.65,2025-11-07,,Active,
SUB-209130,CUST-109130,Professional,Monthly,149.0,2025-01-12,2025-03-24,Churned,Business Closed / Downsized
SUB-209131,CUST-109131,Starter,Monthly,49.0,2024-04-15,2024-09-02,Churned,Business Closed / Downsized
SUB-209132,CUST-109132,Professional,Annual,126.65,2025-01-11,,Active,
SUB-209133,CUST-109133,Starter,Monthly,49.0,2024-05-26,2024-11-11,Churned,High Price / Budget Cuts
SUB-209134,CUST-109134,Enterprise,Monthly,499.0,2024-01-27,,Active,
SUB-209135,CUST-109135,Professional,Annual,126.65,2024-11-16,,Active,
SUB-209136,CUST-109136,Professional,Monthly,149.0,2024-09-30,,Active,
SUB-209137,CUST-109137,Professional,Monthly,149.0,2024-06-08,,Active,
SUB-209138,CUST-109138,Starter,Monthly,49.0,2024-05-23,2024-09-29,Churned,Switched to Competitor
SUB-209139,CUST-109139,Enterprise,Monthly,499.0,2024-03-01,,Active,
SUB-209140,CUST-109140,Professional,Monthly,149.0,2024-07-31,2024-09-14,Churned,High Price / Budget Cuts
SUB-209141,CUST-109141,Starter,Monthly,49.0,2024-07-13,2025-04-14,Churned,Business Closed / Downsized
SUB-209142,CUST-109142,Starter,Annual,41.65,2025-02-25,,Active,
SUB-209143,CUST-109143,Starter,Monthly,49.0,2025-01-08,2025-02-22,Churned,High Price / Budget Cuts
SUB-209144,CUST-109144,Professional,Annual,126.65,2024-06-16,,Active,
SUB-209145,CUST-109145,Starter,Monthly,49.0,2025-08-23,,Active,
SUB-209146,CUST-109146,Starter,Annual,41.65,2025-10-28,,Active,
SUB-209147,CUST-109147,Starter,Monthly,49.0,2025-10-04,,Active,
SUB-209148,CUST-109148,Starter,Monthly,49.0,2024-01-31,,Active,
SUB-209149,CUST-109149,Professional,Monthly,149.0,2024-02-07,2024-04-10,Churned,Switched to Competitor
SUB-209150,CUST-109150,Starter,Monthly,49.0,2024-01-10,2024-04-12,Churned,Difficult Onboarding / Low Adoption
SUB-209151,CUST-109151,Professional,Monthly,149.0,2024-04-25,,Active,
SUB-209152,CUST-109152,Professional,Annual,126.65,2024-01-27,,Active,
SUB-209153,CUST-109153,Professional,Annual,126.65,2024-03-04,2024-06-13,Churned,Missing Core Features
SUB-209154,CUST-109154,Professional,Monthly,149.0,2024-10-27,2025-01-23,Churned,Poor Customer Support Experience
SUB-209155,CUST-109155,Professional,Monthly,149.0,2024-07-31,,Active,
SUB-209156,CUST-109156,Starter,Monthly,49.0,2024-03-28,,Active,
SUB-209157,CUST-109157,Starter,Monthly,49.0,2024-07-30,2025-02-23,Churned,High Price / Budget Cuts
SUB-209158,CUST-109158,Starter,Annual,41.65,2024-03-31,,Active,
SUB-209159,CUST-109159,Professional,Monthly,149.0,2025-01-31,2025-03-13,Churned,Switched to Competitor
SUB-209160,CUST-109160,Starter,Annual,41.65,2025-10-25,,Active,
SUB-209161,CUST-109161,Starter,Monthly,49.0,2024-03-14,2024-06-18,Churned,Missing Core Features
SUB-209162,CUST-109162,Professional,Monthly,149.0,2024-05-14,2024-08-13,Churned,Switched to Competitor
SUB-209163,CUST-109163,Enterprise,Annual,424.15,2024-08-23,,Active,
SUB-209164,CUST-109164,Professional,Annual,126.65,2024-03-22,2024-08-18,Churned,Business Closed / Downsized
SUB-209165,CUST-109165,Starter,Monthly,49.0,2024-04-08,,Active,
SUB-209166,CUST-109166,Starter,Monthly,49.0,2024-02-06,,Active,
SUB-209167,CUST-109167,Professional,Monthly,149.0,2025-10-08,,Active,
SUB-209168,CUST-109168,Starter,Annual,41.65,2024-12-22,,Active,
SUB-209169,CUST-109169,Starter,Monthly,49.0,2024-03-17,2024-05-15,Churned,Missing Core Features
SUB-209170,CUST-109170,Enterprise,Annual,424.15,2025-07-12,,Active,
SUB-209171,CUST-109171,Starter,Monthly,49.0,2024-11-03,2025-03-19,Churned,Difficult Onboarding / Low Adoption
SUB-209172,CUST-109172,Starter,Annual,41.65,2025-09-16,2025-12-31,Churned,Missing Core Features
SUB-209173,CUST-109173,Starter,Monthly,49.0,2024-08-28,2024-09-13,Churned,Switched to Competitor
SUB-209174,CUST-109174,Starter,Monthly,49.0,2025-11-01,,Active,
SUB-209175,CUST-109175,Starter,Monthly,49.0,2024-04-10,2025-06-02,Churned,Difficult Onboarding / Low Adoption
SUB-209176,CUST-109176,Starter,Monthly,49.0,2025-09-01,,Active,
SUB-209177,CUST-109177,Enterprise,Monthly,499.0,2025-10-01,,Active,
SUB-209178,CUST-109178,Professional,Annual,126.65,2025-11-08,,Active,
SUB-209179,CUST-109179,Starter,Monthly,49.0,2024-11-09,2025-04-12,Churned,High Price / Budget Cuts
SUB-209180,CUST-109180,Starter,Monthly,49.0,2025-09-29,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-209181,CUST-109181,Starter,Monthly,49.0,2024-12-04,,Active,
SUB-209182,CUST-109182,Starter,Annual,41.65,2025-05-05,,Active,
SUB-209183,CUST-109183,Professional,Monthly,149.0,2025-02-07,2025-09-29,Churned,Business Closed / Downsized
SUB-209184,CUST-109184,Professional,Monthly,149.0,2024-02-08,2024-07-04,Churned,High Price / Budget Cuts
SUB-209185,CUST-109185,Professional,Annual,126.65,2024-05-18,,Active,
SUB-209186,CUST-109186,Starter,Monthly,49.0,2025-03-12,2025-07-17,Churned,Difficult Onboarding / Low Adoption
SUB-209187,CUST-109187,Starter,Annual,41.65,2025-04-11,,Active,
SUB-209188,CUST-109188,Starter,Annual,41.65,2024-05-17,,Active,
SUB-209189,CUST-109189,Professional,Monthly,149.0,2025-01-02,,Active,
SUB-209190,CUST-109190,Starter,Monthly,49.0,2024-04-09,2024-09-17,Churned,Poor Customer Support Experience
SUB-209191,CUST-109191,Professional,Monthly,149.0,2025-11-18,2025-12-31,Churned,Business Closed / Downsized
SUB-209192,CUST-109192,Professional,Annual,126.65,2025-10-20,2025-12-31,Churned,Switched to Competitor
SUB-209193,CUST-109193,Professional,Annual,126.65,2025-08-26,,Active,
SUB-209194,CUST-109194,Professional,Annual,126.65,2025-10-21,,Active,
SUB-209195,CUST-109195,Starter,Annual,41.65,2025-03-04,,Active,
SUB-209196,CUST-109196,Starter,Monthly,49.0,2024-01-21,,Active,
SUB-209197,CUST-109197,Enterprise,Annual,424.15,2025-08-04,2025-12-31,Churned,High Price / Budget Cuts
SUB-209198,CUST-109198,Professional,Annual,126.65,2025-05-10,,Active,
SUB-209199,CUST-109199,Starter,Monthly,49.0,2024-07-30,2025-08-04,Churned,Missing Core Features
SUB-209200,CUST-109200,Custom Enterprise,Annual,1019.15,2025-02-04,,Active,
SUB-209201,CUST-109201,Starter,Monthly,49.0,2024-12-14,2025-08-28,Churned,Missing Core Features
SUB-209202,CUST-109202,Starter,Monthly,49.0,2024-02-19,,Active,
SUB-209203,CUST-109203,Professional,Annual,126.65,2025-09-28,,Active,
SUB-209204,CUST-109204,Starter,Annual,41.65,2024-02-06,2025-07-20,Churned,Poor Customer Support Experience
SUB-209205,CUST-109205,Starter,Monthly,49.0,2024-10-29,2024-12-12,Churned,Missing Core Features
SUB-209206,CUST-109206,Starter,Monthly,49.0,2024-03-10,2025-04-03,Churned,Switched to Competitor
SUB-209207,CUST-109207,Starter,Monthly,49.0,2025-01-15,,Active,
SUB-209208,CUST-109208,Starter,Annual,41.65,2025-09-16,,Active,
SUB-209209,CUST-109209,Custom Enterprise,Monthly,1199.0,2025-10-07,,Active,
SUB-209210,CUST-109210,Starter,Monthly,49.0,2025-07-03,,Active,
SUB-209211,CUST-109211,Starter,Monthly,49.0,2024-05-17,2024-06-16,Churned,Poor Customer Support Experience
SUB-209212,CUST-109212,Starter,Monthly,49.0,2024-04-05,,Active,
SUB-209213,CUST-109213,Professional,Annual,126.65,2024-01-24,,Active,
SUB-209214,CUST-109214,Professional,Annual,126.65,2025-05-20,,Active,
SUB-209215,CUST-109215,Enterprise,Monthly,499.0,2025-04-01,,Active,
SUB-209216,CUST-109216,Starter,Monthly,49.0,2025-09-27,,Active,
SUB-209217,CUST-109217,Starter,Monthly,49.0,2024-02-06,,Active,
SUB-209218,CUST-109218,Professional,Annual,126.65,2024-10-25,,Active,
SUB-209219,CUST-109219,Starter,Annual,41.65,2025-01-11,,Active,
SUB-209220,CUST-109220,Enterprise,Annual,424.15,2024-11-19,,Active,
SUB-209221,CUST-109221,Professional,Monthly,149.0,2024-07-25,2025-01-16,Churned,Difficult Onboarding / Low Adoption
SUB-209222,CUST-109222,Professional,Monthly,149.0,2024-02-28,2024-03-29,Churned,Missing Core Features
SUB-209223,CUST-109223,Starter,Monthly,49.0,2025-05-19,,Active,
SUB-209224,CUST-109224,Starter,Monthly,49.0,2024-05-26,2025-02-19,Churned,Switched to Competitor
SUB-209225,CUST-109225,Professional,Monthly,149.0,2024-04-09,,Active,
SUB-209226,CUST-109226,Starter,Monthly,49.0,2025-08-13,2025-11-19,Churned,Missing Core Features
SUB-209227,CUST-109227,Starter,Monthly,49.0,2024-12-28,,Active,
SUB-209228,CUST-109228,Starter,Monthly,49.0,2025-02-09,,Active,
SUB-209229,CUST-109229,Professional,Monthly,149.0,2025-08-27,,Active,
SUB-209230,CUST-109230,Starter,Monthly,49.0,2024-03-17,,Active,
SUB-209231,CUST-109231,Starter,Annual,41.65,2025-04-22,,Active,
SUB-209232,CUST-109232,Professional,Annual,126.65,2024-12-14,,Active,
SUB-209233,CUST-109233,Starter,Monthly,49.0,2025-01-25,2025-04-05,Churned,High Price / Budget Cuts
SUB-209234,CUST-109234,Starter,Annual,41.65,2025-02-26,,Active,
SUB-209235,CUST-109235,Starter,Annual,41.65,2025-06-27,2025-09-13,Churned,Difficult Onboarding / Low Adoption
SUB-209236,CUST-109236,Professional,Annual,126.65,2024-09-13,,Active,
SUB-209237,CUST-109237,Starter,Annual,41.65,2025-11-15,,Active,
SUB-209238,CUST-109238,Professional,Monthly,149.0,2024-03-05,2024-10-14,Churned,Poor Customer Support Experience
SUB-209239,CUST-109239,Starter,Annual,41.65,2025-02-24,,Active,
SUB-209240,CUST-109240,Enterprise,Annual,424.15,2024-08-17,,Active,
SUB-209241,CUST-109241,Professional,Annual,126.65,2025-10-21,,Active,
SUB-209242,CUST-109242,Starter,Annual,41.65,2025-03-24,,Active,
SUB-209243,CUST-109243,Enterprise,Monthly,499.0,2025-02-05,,Active,
SUB-209244,CUST-109244,Starter,Annual,41.65,2024-07-03,,Active,
SUB-209245,CUST-109245,Professional,Monthly,149.0,2024-06-18,2025-01-13,Churned,Business Closed / Downsized
SUB-209246,CUST-109246,Enterprise,Monthly,499.0,2024-07-26,,Active,
SUB-209247,CUST-109247,Starter,Monthly,49.0,2024-06-12,2024-10-25,Churned,Switched to Competitor
SUB-209248,CUST-109248,Professional,Annual,126.65,2025-06-19,,Active,
SUB-209249,CUST-109249,Starter,Monthly,49.0,2025-03-13,2025-10-13,Churned,Difficult Onboarding / Low Adoption
SUB-209250,CUST-109250,Starter,Annual,41.65,2024-06-12,2024-07-08,Churned,Missing Core Features
SUB-209251,CUST-109251,Professional,Monthly,149.0,2025-07-19,2025-08-18,Churned,Switched to Competitor
SUB-209252,CUST-109252,Professional,Annual,126.65,2025-10-15,,Active,
SUB-209253,CUST-109253,Starter,Monthly,49.0,2024-12-10,2024-12-29,Churned,Difficult Onboarding / Low Adoption
SUB-209254,CUST-109254,Professional,Monthly,149.0,2025-06-23,,Active,
SUB-209255,CUST-109255,Starter,Annual,41.65,2025-02-03,,Active,
SUB-209256,CUST-109256,Starter,Monthly,49.0,2025-09-13,,Active,
SUB-209257,CUST-109257,Starter,Annual,41.65,2024-12-04,,Active,
SUB-209258,CUST-109258,Starter,Monthly,49.0,2024-03-19,2024-07-24,Churned,Business Closed / Downsized
SUB-209259,CUST-109259,Starter,Annual,41.65,2025-09-07,,Active,
SUB-209260,CUST-109260,Enterprise,Annual,424.15,2025-06-23,,Active,
SUB-209261,CUST-109261,Enterprise,Monthly,499.0,2024-03-04,,Active,
SUB-209262,CUST-109262,Starter,Monthly,49.0,2024-09-01,2024-09-18,Churned,Switched to Competitor
SUB-209263,CUST-109263,Enterprise,Annual,424.15,2025-06-24,,Active,
SUB-209264,CUST-109264,Starter,Monthly,49.0,2024-03-30,2024-06-22,Churned,High Price / Budget Cuts
SUB-209265,CUST-109265,Professional,Annual,126.65,2024-11-07,,Active,
SUB-209266,CUST-109266,Starter,Monthly,49.0,2024-12-24,,Active,
SUB-209267,CUST-109267,Starter,Monthly,49.0,2024-05-16,2025-09-20,Churned,High Price / Budget Cuts
SUB-209268,CUST-109268,Professional,Monthly,149.0,2025-10-27,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-209269,CUST-109269,Starter,Monthly,49.0,2024-12-06,2025-02-21,Churned,High Price / Budget Cuts
SUB-209270,CUST-109270,Starter,Annual,41.65,2024-11-22,,Active,
SUB-209271,CUST-109271,Starter,Monthly,49.0,2025-01-27,2025-12-16,Churned,Poor Customer Support Experience
SUB-209272,CUST-109272,Starter,Monthly,49.0,2024-08-10,2024-08-28,Churned,Switched to Competitor
SUB-209273,CUST-109273,Professional,Monthly,149.0,2024-10-14,,Active,
SUB-209274,CUST-109274,Starter,Monthly,49.0,2024-08-17,2024-10-10,Churned,Switched to Competitor
SUB-209275,CUST-109275,Enterprise,Annual,424.15,2024-10-08,,Active,
SUB-209276,CUST-109276,Starter,Monthly,49.0,2024-09-27,2025-05-19,Churned,High Price / Budget Cuts
SUB-209277,CUST-109277,Starter,Monthly,49.0,2025-06-24,2025-08-06,Churned,Switched to Competitor
SUB-209278,CUST-109278,Starter,Monthly,49.0,2024-07-26,2025-04-19,Churned,Poor Customer Support Experience
SUB-209279,CUST-109279,Professional,Annual,126.65,2024-01-31,,Active,
SUB-209280,CUST-109280,Professional,Monthly,149.0,2024-11-09,,Active,
SUB-209281,CUST-109281,Enterprise,Monthly,499.0,2024-06-07,,Active,
SUB-209282,CUST-109282,Custom Enterprise,Annual,1019.15,2025-11-24,,Active,
SUB-209283,CUST-109283,Enterprise,Annual,424.15,2025-04-01,,Active,
SUB-209284,CUST-109284,Professional,Monthly,149.0,2025-05-05,2025-07-02,Churned,Poor Customer Support Experience
SUB-209285,CUST-109285,Professional,Annual,126.65,2025-04-27,,Active,
SUB-209286,CUST-109286,Starter,Annual,41.65,2024-10-06,2024-11-29,Churned,Difficult Onboarding / Low Adoption
SUB-209287,CUST-109287,Professional,Monthly,149.0,2024-06-16,2024-07-24,Churned,Business Closed / Downsized
SUB-209288,CUST-109288,Professional,Annual,126.65,2024-12-16,,Active,
SUB-209289,CUST-109289,Starter,Monthly,49.0,2025-02-01,2025-05-01,Churned,Switched to Competitor
SUB-209290,CUST-109290,Starter,Monthly,49.0,2024-09-21,2024-11-27,Churned,Difficult Onboarding / Low Adoption
SUB-209291,CUST-109291,Professional,Monthly,149.0,2025-08-09,2025-12-31,Churned,High Price / Budget Cuts
SUB-209292,CUST-109292,Starter,Monthly,49.0,2025-02-12,2025-11-17,Churned,Poor Customer Support Experience
SUB-209293,CUST-109293,Starter,Monthly,49.0,2025-08-15,2025-10-12,Churned,Missing Core Features
SUB-209294,CUST-109294,Professional,Annual,126.65,2025-02-11,,Active,
SUB-209295,CUST-109295,Professional,Monthly,149.0,2024-01-12,2024-10-13,Churned,Missing Core Features
SUB-209296,CUST-109296,Starter,Monthly,49.0,2025-09-13,2025-12-23,Churned,Difficult Onboarding / Low Adoption
SUB-209297,CUST-109297,Enterprise,Annual,424.15,2025-07-07,,Active,
SUB-209298,CUST-109298,Professional,Monthly,149.0,2024-03-05,2024-08-29,Churned,High Price / Budget Cuts
SUB-209299,CUST-109299,Starter,Monthly,49.0,2025-10-29,,Active,
SUB-209300,CUST-109300,Professional,Monthly,149.0,2025-08-19,2025-11-11,Churned,Poor Customer Support Experience
SUB-209301,CUST-109301,Starter,Monthly,49.0,2024-11-21,2025-09-30,Churned,Difficult Onboarding / Low Adoption
SUB-209302,CUST-109302,Professional,Monthly,149.0,2024-06-08,,Active,
SUB-209303,CUST-109303,Starter,Monthly,49.0,2024-01-08,2024-02-18,Churned,High Price / Budget Cuts
SUB-209304,CUST-109304,Professional,Monthly,149.0,2025-10-04,,Active,
SUB-209305,CUST-109305,Enterprise,Annual,424.15,2025-04-07,,Active,
SUB-209306,CUST-109306,Professional,Monthly,149.0,2024-06-27,,Active,
SUB-209307,CUST-109307,Starter,Annual,41.65,2024-12-25,2025-04-17,Churned,Switched to Competitor
SUB-209308,CUST-109308,Professional,Annual,126.65,2024-03-28,,Active,
SUB-209309,CUST-109309,Custom Enterprise,Annual,1019.15,2024-03-07,,Active,
SUB-209310,CUST-109310,Professional,Monthly,149.0,2024-08-28,2025-06-07,Churned,High Price / Budget Cuts
SUB-209311,CUST-109311,Professional,Monthly,149.0,2025-10-17,2025-12-18,Churned,Missing Core Features
SUB-209312,CUST-109312,Professional,Annual,126.65,2025-02-11,,Active,
SUB-209313,CUST-109313,Professional,Monthly,149.0,2024-11-14,2025-11-07,Churned,Switched to Competitor
SUB-209314,CUST-109314,Professional,Annual,126.65,2025-08-14,,Active,
SUB-209315,CUST-109315,Professional,Monthly,149.0,2024-03-18,2024-04-13,Churned,Business Closed / Downsized
SUB-209316,CUST-109316,Professional,Monthly,149.0,2025-10-07,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-209317,CUST-109317,Enterprise,Monthly,499.0,2025-07-19,2025-10-17,Churned,Switched to Competitor
SUB-209318,CUST-109318,Professional,Annual,126.65,2025-03-29,,Active,
SUB-209319,CUST-109319,Starter,Monthly,49.0,2025-09-16,2025-12-31,Churned,High Price / Budget Cuts
SUB-209320,CUST-109320,Starter,Monthly,49.0,2024-11-19,,Active,
SUB-209321,CUST-109321,Starter,Monthly,49.0,2025-09-27,2025-10-29,Churned,Missing Core Features
SUB-209322,CUST-109322,Professional,Monthly,149.0,2024-09-14,2024-10-10,Churned,Business Closed / Downsized
SUB-209323,CUST-109323,Starter,Annual,41.65,2024-04-08,2024-05-07,Churned,Business Closed / Downsized
SUB-209324,CUST-109324,Enterprise,Annual,424.15,2024-07-04,,Active,
SUB-209325,CUST-109325,Starter,Monthly,49.0,2025-03-31,2025-05-16,Churned,Switched to Competitor
SUB-209326,CUST-109326,Enterprise,Annual,424.15,2025-03-21,,Active,
SUB-209327,CUST-109327,Starter,Monthly,49.0,2024-04-29,2025-12-31,Churned,Poor Customer Support Experience
SUB-209328,CUST-109328,Starter,Monthly,49.0,2024-11-16,2025-04-01,Churned,Switched to Competitor
SUB-209329,CUST-109329,Starter,Monthly,49.0,2024-12-23,2025-12-31,Churned,Poor Customer Support Experience
SUB-209330,CUST-109330,Enterprise,Monthly,499.0,2024-09-05,,Active,
SUB-209331,CUST-109331,Enterprise,Monthly,499.0,2024-03-31,,Active,
SUB-209332,CUST-109332,Professional,Monthly,149.0,2025-04-06,2025-12-31,Churned,Business Closed / Downsized
SUB-209333,CUST-109333,Enterprise,Monthly,499.0,2025-11-15,,Active,
SUB-209334,CUST-109334,Professional,Monthly,149.0,2025-04-27,2025-07-04,Churned,Missing Core Features
SUB-209335,CUST-109335,Starter,Monthly,49.0,2025-03-14,2025-12-31,Churned,Poor Customer Support Experience
SUB-209336,CUST-109336,Enterprise,Annual,424.15,2024-02-12,,Active,
SUB-209337,CUST-109337,Starter,Monthly,49.0,2025-01-14,2025-05-16,Churned,Switched to Competitor
SUB-209338,CUST-109338,Professional,Monthly,149.0,2025-04-27,,Active,
SUB-209339,CUST-109339,Starter,Monthly,49.0,2025-03-23,2025-07-03,Churned,Business Closed / Downsized
SUB-209340,CUST-109340,Starter,Monthly,49.0,2025-11-16,2025-12-31,Churned,High Price / Budget Cuts
SUB-209341,CUST-109341,Starter,Monthly,49.0,2024-02-01,,Active,
SUB-209342,CUST-109342,Professional,Monthly,149.0,2025-02-26,,Active,
SUB-209343,CUST-109343,Professional,Annual,126.65,2025-01-21,,Active,
SUB-209344,CUST-109344,Professional,Annual,126.65,2025-08-17,2025-09-24,Churned,Business Closed / Downsized
SUB-209345,CUST-109345,Starter,Monthly,49.0,2024-04-01,,Active,
SUB-209346,CUST-109346,Starter,Annual,41.65,2025-10-19,,Active,
SUB-209347,CUST-109347,Professional,Annual,126.65,2025-05-09,,Active,
SUB-209348,CUST-109348,Starter,Monthly,49.0,2025-05-29,2025-06-27,Churned,Difficult Onboarding / Low Adoption
SUB-209349,CUST-109349,Starter,Monthly,49.0,2024-08-08,2024-10-11,Churned,Business Closed / Downsized
SUB-209350,CUST-109350,Starter,Monthly,49.0,2025-09-02,2025-12-12,Churned,High Price / Budget Cuts
SUB-209351,CUST-109351,Starter,Monthly,49.0,2025-11-13,2025-12-31,Churned,Switched to Competitor
SUB-209352,CUST-109352,Professional,Monthly,149.0,2024-11-01,2025-04-23,Churned,Business Closed / Downsized
SUB-209353,CUST-109353,Starter,Monthly,49.0,2024-03-03,,Active,
SUB-209354,CUST-109354,Starter,Monthly,49.0,2024-02-09,2024-04-04,Churned,Poor Customer Support Experience
SUB-209355,CUST-109355,Professional,Monthly,149.0,2024-11-30,,Active,
SUB-209356,CUST-109356,Starter,Annual,41.65,2024-03-22,,Active,
SUB-209357,CUST-109357,Starter,Monthly,49.0,2024-10-07,,Active,
SUB-209358,CUST-109358,Enterprise,Monthly,499.0,2024-09-25,,Active,
SUB-209359,CUST-109359,Professional,Monthly,149.0,2024-12-18,2025-05-16,Churned,Switched to Competitor
SUB-209360,CUST-109360,Enterprise,Annual,424.15,2025-09-30,,Active,
SUB-209361,CUST-109361,Enterprise,Annual,424.15,2024-04-20,,Active,
SUB-209362,CUST-109362,Starter,Monthly,49.0,2025-11-04,2025-12-31,Churned,Switched to Competitor
SUB-209363,CUST-109363,Professional,Monthly,149.0,2025-05-16,2025-06-05,Churned,Difficult Onboarding / Low Adoption
SUB-209364,CUST-109364,Starter,Monthly,49.0,2025-01-12,2025-03-09,Churned,Difficult Onboarding / Low Adoption
SUB-209365,CUST-109365,Enterprise,Monthly,499.0,2024-01-26,,Active,
SUB-209366,CUST-109366,Professional,Annual,126.65,2025-03-06,,Active,
SUB-209367,CUST-109367,Professional,Monthly,149.0,2025-11-08,2025-12-31,Churned,Missing Core Features
SUB-209368,CUST-109368,Professional,Monthly,149.0,2024-08-03,2024-09-28,Churned,Difficult Onboarding / Low Adoption
